f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,contains_bug
4,1,6,15.51,7.75,31.02,1.72,2,4,1,FALSE
84,11,0,0,0,0,0,0,0,21,TRUE
5,1,4,8,5.33,12,0.67,2,3,1,FALSE
47,8,0,0,0,0,0,0,0,15,FALSE
46,9,0,0,0,0,0,0,0,17,FALSE
7,2,13,43.19,14.4,129.56,7.2,5,9,3,TRUE
21,3,0,0,0,0,0,0,0,5,FALSE
15,1,40,166.8,61.45,452.73,25.15,9,21,1,FALSE
8,3,20,80,13.71,466.67,25.93,6,13,5,FALSE
41,8,90,423.04,31.84,5620.38,312.24,26,59,15,FALSE
8,1,19,65.73,19.72,219.1,12.17,5,11,1,TRUE
47,5,113,609.33,29.79,12463.61,692.42,29,68,8,FALSE
16,1,63,257.51,24.52,2703.86,150.21,9,33,1,FALSE
45,11,195,1089.07,55.1,21525.1,1195.84,31,99,21,TRUE
16,2,66,275.22,34.6,2189.21,121.62,14,41,3,FALSE
4,1,9,25.27,6.74,94.75,5.26,2,6,1,FALSE
162,27,0,0,0,0,0,0,0,53,TRUE
17,7,0,0,0,0,0,0,0,13,FALSE
23,2,58,278.83,27.54,2823.12,156.84,17,31,3,TRUE
26,2,40,166.8,24.53,1134.22,63.01,14,23,3,TRUE
6,1,21,79.95,28.78,222.1,12.34,4,11,1,FALSE
36,3,126,699.88,68.04,7198.75,399.93,26,66,5,FALSE
46,5,141,734.53,43.09,12520.45,695.58,37,91,7,FALSE
91,11,233,1340.89,56.28,31944.7,1774.71,51,152,21,TRUE
4,1,7,19.65,9.83,39.3,2.18,1,4,1,FALSE
23,3,72,300.23,17.79,5066.46,281.47,17,45,5,TRUE
170,16,0,0,0,0,0,0,0,31,TRUE
44,3,147,771.45,38.33,15525.34,862.52,28,78,5,FALSE
142,5,338,2160.6,139.39,33489.35,1860.52,111,183,9,FALSE
5,1,4,8,5.33,12,0.67,2,3,1,TRUE
242,3,1237,9296.92,312.17,276879.2,15382.18,169,691,5,TRUE
11,2,17,56.47,16.14,197.65,10.98,9,10,3,TRUE
143,53,344,2023.63,86.2,47507.1,2639.28,120,228,105,FALSE
16,2,0,0,0,0,0,0,0,3,TRUE
94,12,401,2658.37,82.93,85213.57,4734.09,76,221,23,TRUE
32,7,0,0,0,0,0,0,0,8,FALSE
4,1,8,24,9.6,60,3.33,2,5,1,FALSE
17,5,33,147.16,12.94,1673.96,93,13,20,9,FALSE
19,3,58,272.63,23.56,3154.67,175.26,13,31,5,FALSE
22,6,60,271.41,22.62,3256.96,180.94,18,38,11,FALSE
14,2,38,171.9,23.44,1260.57,70.03,10,22,3,FALSE
133,3,568,3821.46,171.1,85352.91,4741.83,112,297,5,TRUE
16,3,0,0,0,0,0,0,0,5,FALSE
6,1,13,36.5,16.21,82.12,4.56,4,7,1,TRUE
20,5,0,0,0,0,0,0,0,9,TRUE
7,3,23,99.4,16.27,607.47,33.75,6,13,5,FALSE
117,18,0,0,0,0,0,0,0,35,TRUE
64,3,105,566.19,114.59,2797.66,155.43,29,63,5,TRUE
14,1,46,208.08,41.07,1054.29,58.57,9,27,1,FALSE
163,18,0,0,0,0,0,0,0,35,TRUE
15,2,71,348.39,36.45,3330.19,185.01,12,46,3,FALSE
22,3,50,222.97,22.3,2229.72,123.87,17,30,5,FALSE
47,5,121,625.56,25.53,15326.24,851.46,36,72,9,TRUE
24,4,82,439.32,35.08,5501.48,305.64,12,53,7,FALSE
17,2,53,252.01,17.33,3665.59,203.64,15,33,3,FALSE
27,2,77,370.17,35.07,3907.31,217.07,20,39,3,FALSE
7,1,23,82.45,20.61,329.82,18.32,5,15,1,FALSE
49,6,145,796.32,27.3,23231.73,1290.65,41,84,11,FALSE
26,2,191,1002.35,43.07,23327.51,1295.97,21,127,3,TRUE
125,11,197,1100.24,27.49,44031.51,2446.19,45,110,21,TRUE
24,7,66,317.29,14.1,7138.92,396.61,15,41,13,FALSE
17,3,23,87.57,17.51,437.85,24.32,11,13,5,TRUE
14,3,44,196.21,29.83,1290.49,71.69,12,25,5,FALSE
40,11,53,225.14,26.33,1924.95,106.94,18,34,21,FALSE
5,1,0,0,0,0,0,0,0,1,FALSE
37,10,128,690.22,33.42,14254.47,791.92,24,78,19,FALSE
25,3,82,413.64,26.83,6376.95,354.28,22,45,5,TRUE
68,13,183,1057.99,37.44,29896.72,1660.93,52,110,25,FALSE
14,6,66,306.49,49.26,1907.08,105.95,12,34,11,TRUE
24,2,48,214.05,51.89,882.97,49.05,16,26,3,TRUE
6,1,12,39.86,10.63,149.49,8.3,3,7,1,TRUE
79,8,0,0,0,0,0,0,0,15,FALSE
20,3,96,503.8,47.46,5348.04,297.11,11,50,5,TRUE
17,2,55,269.88,36.8,1979.11,109.95,13,33,3,FALSE
9,1,37,154.29,61.71,385.72,21.43,6,24,1,FALSE
34,5,0,0,0,0,0,0,0,9,FALSE
94,16,218,1236.59,35.83,42683.63,2371.31,66,127,31,TRUE
162,2,938,6043.48,199.72,182874.17,10159.68,160,472,3,TRUE
168,26,564,4026.71,158.95,102009.91,5667.22,138,317,51,TRUE
26,2,65,336.05,33.6,3360.45,186.69,20,40,3,TRUE
23,2,77,377.83,29.06,4911.8,272.88,16,51,3,TRUE
62,4,260,1374.2,33.77,55924.15,3106.9,46,143,7,FALSE
56,5,174,982.03,58.01,16624.38,923.58,49,95,9,FALSE
36,5,0,0,0,0,0,0,0,9,TRUE
11,5,0,0,0,0,0,0,0,9,TRUE
15,2,42,168,18.67,1512,84,12,28,3,FALSE
41,5,110,593.15,54.01,6514.48,361.92,32,61,9,TRUE
34,6,72,349.77,38.16,3206.27,178.13,30,42,11,FALSE
100,14,0,0,0,0,0,0,0,27,TRUE
24,1,0,0,0,0,0,0,0,1,TRUE
7,1,16,44.92,11.23,179.67,9.98,4,10,1,FALSE
149,25,715,4558.15,95.89,216664.22,12036.9,117,467,49,TRUE
21,1,40,172.88,54.59,547.44,30.41,11,21,1,TRUE
29,3,76,372.92,23.31,5966.78,331.49,19,48,5,TRUE
79,14,155,904.1,30.91,26444.87,1469.16,60,90,27,TRUE
7,2,23,94.01,21.15,417.83,23.21,5,13,3,TRUE
69,7,0,0,0,0,0,0,0,13,FALSE
18,1,103,356.32,19.8,6413.79,356.32,16,73,1,FALSE
12,3,22,88,10.56,733.33,40.74,9,12,5,TRUE
74,7,158,872.72,36.6,20811.08,1156.17,57,96,8,TRUE
187,20,531,3614.71,92.37,141452.57,7858.48,143,307,37,TRUE
19,5,62,267.96,12.76,5627.15,312.62,15,34,9,TRUE
194,31,621,3780.31,66.1,216201.81,12011.21,148,365,61,FALSE
11,1,45,197.65,22.46,1739.36,96.63,6,29,1,FALSE
22,1,89,445,48.95,4045.45,224.75,17,49,1,FALSE
17,2,34,138.97,17.65,1094.42,60.8,10,20,3,FALSE
12,2,30,127.44,29.2,556.09,30.89,7,18,3,FALSE
134,10,0,0,0,0,0,0,0,19,TRUE
157,19,239,1312.55,22.11,77932.83,4329.6,70,144,37,TRUE
26,5,0,0,0,0,0,0,0,9,FALSE
209,19,420,2574.3,58.74,112821.45,6267.86,116,252,37,TRUE
37,6,0,0,0,0,0,0,0,11,FALSE
22,1,109,512.35,104.37,2515.16,139.73,19,55,1,TRUE
23,3,47,209.59,11.51,3817.59,212.09,17,30,5,TRUE
57,12,153,819.71,53.5,12559.06,697.73,44,87,23,FALSE
76,3,237,1405.58,59.75,33064.71,1836.93,65,133,5,TRUE
14,3,0,0,0,0,0,0,0,5,FALSE
65,10,160,873.51,40.21,18974.56,1054.14,46,91,19,TRUE
41,10,120,638.63,22.23,18342.91,1019.05,32,73,19,TRUE
20,2,77,398.08,35.75,4433.21,246.29,17,42,3,FALSE
16,2,42,199.71,37.72,1057.26,58.74,12,24,3,FALSE
61,7,77,391.73,56.49,2716.59,150.92,31,48,13,FALSE
159,10,419,2376.75,37.52,150554.58,8364.13,95,252,19,TRUE
67,7,0,0,0,0,0,0,0,13,FALSE
63,11,125,660.68,28.31,15415.76,856.43,35,85,21,TRUE
46,1,275,1453.49,54.96,38436.62,2135.37,40,156,1,TRUE
10,2,29,120.93,17.28,846.49,47.03,7,15,3,FALSE
112,13,0,0,0,0,0,0,0,25,FALSE
39,5,90,395.31,14.74,10599.21,588.85,30,57,7,FALSE
94,10,320,2034.42,74.55,55515.44,3084.19,68,180,19,TRUE
18,5,64,307.67,12.67,7469.56,414.98,13,41,9,FALSE
26,3,63,309.13,17.17,5564.41,309.13,22,39,5,FALSE
23,2,0,0,0,0,0,0,0,3,TRUE
20,2,59,292.3,40.24,2123,117.94,15,36,3,TRUE
71,17,187,1085.98,47.68,24736.11,1374.23,54,105,33,TRUE
27,6,0,0,0,0,0,0,0,11,TRUE
24,3,73,315.5,15.58,6388.89,354.94,18,46,5,TRUE
39,5,108,540,33.87,8610,478.33,31,67,9,TRUE
17,5,52,241.48,11.96,4874.89,270.83,12,33,9,FALSE
20,3,111,569.35,28.3,11453.99,636.33,15,73,5,FALSE
17,2,0,0,0,0,0,0,0,3,TRUE
54,5,116,574.69,17.29,19097.28,1060.96,33,68,9,TRUE
9,1,14,48.43,13.45,174.36,9.69,4,8,1,FALSE
30,5,68,343.02,16.52,7124.24,395.79,27,43,9,FALSE
35,5,63,302.86,19.75,4643.9,257.99,25,40,9,FALSE
163,40,490,3061.48,47.84,195935.01,10885.28,128,314,75,FALSE
7,2,11,34.87,13.95,87.17,4.84,5,7,3,FALSE
37,2,102,556.86,72.63,4269.28,237.18,23,56,3,TRUE
25,5,35,143.06,22.99,890.16,49.45,16,21,9,TRUE
61,11,258,1408.53,45.68,43429.78,2412.77,49,184,21,FALSE
110,22,396,2458.94,51.91,116471.96,6470.66,87,249,43,TRUE
35,7,117,642.55,30.6,13493.48,749.64,30,69,13,FALSE
257,14,0,0,0,0,0,0,0,27,TRUE
4,1,4,8,5.33,12,0.67,2,3,1,FALSE
7,1,25,100,20,500,27.78,4,15,1,FALSE
6,2,22,88,13.33,580.8,32.27,4,16,3,TRUE
31,6,102,539.11,23.82,12200.93,677.83,24,59,11,FALSE
47,3,178,1019.57,51.49,20187.48,1121.53,35,101,5,FALSE
35,5,70,343.48,27.07,4357.93,242.11,25,41,9,TRUE
54,17,0,0,0,0,0,0,0,33,TRUE
35,1,60,234.41,17.84,3080.86,171.16,23,37,1,FALSE
4,1,7,19.65,7.86,49.13,2.73,2,5,1,TRUE
7,2,14,48.43,13.45,174.36,9.69,5,8,3,TRUE
46,12,125,580.48,17.65,19091.41,1060.63,26,88,23,TRUE
79,13,231,1310.33,34.68,49511.76,2750.65,57,139,22,TRUE
32,3,167,947.3,60.63,14801.48,822.3,23,92,5,FALSE
33,7,102,531.36,37.95,7439.1,413.28,29,56,13,TRUE
211,28,0,0,0,0,0,0,0,55,TRUE
12,1,36,152.93,22.94,1019.5,56.64,7,24,1,FALSE
20,3,0,0,0,0,0,0,0,5,FALSE
28,5,75,393.59,41.62,3722.04,206.78,22,46,9,FALSE
11,1,0,0,0,0,0,0,0,1,TRUE
47,2,138,757.88,54.13,10610.26,589.46,32,74,3,TRUE
60,9,187,1085.98,35.91,32842,1824.56,37,112,17,TRUE
520,75,1898,15389.98,239.48,989013.72,54945.21,396,1013,149,TRUE
16,1,65,265.69,55.71,1267.11,70.4,11,34,1,FALSE
10,2,38,166.91,24.48,1138.01,63.22,6,23,3,FALSE
7,2,14,50.19,14.34,175.66,9.76,5,9,3,TRUE
17,1,85,404.17,29.02,5629.45,312.75,13,55,1,TRUE
89,8,0,0,0,0,0,0,0,15,TRUE
84,8,205,1195.74,44.19,32355.38,1797.52,54,125,14,TRUE
51,1,204,1046.36,78.09,14021.41,778.97,38,137,1,TRUE
39,11,126,585.13,21.6,15847.16,880.4,28,76,21,FALSE
4,1,5,11.61,7.74,17.41,0.97,4,3,1,FALSE
19,6,0,0,0,0,0,0,0,11,FALSE
27,10,93,488.06,30.92,7704.33,428.02,21,54,19,TRUE
572,273,1644,15938.96,113.44,2239582.39,124421.27,552,1093,274,TRUE
17,3,42,187.3,19.95,1758.5,97.69,13,29,5,TRUE
16,3,55,267.19,25.3,2822.18,156.79,12,29,5,FALSE
5,1,15,51.89,17.79,151.35,8.41,3,8,1,FALSE
85,18,238,1400.07,48.7,40251.99,2236.22,71,148,35,TRUE
6,1,4,8,5.33,12,0.67,2,3,1,FALSE
4,1,7,19.65,9.83,39.3,2.18,2,4,1,FALSE
6,1,12,38.04,19.02,76.08,4.23,4,7,1,FALSE
66,5,180,1049.92,48.27,22835.76,1268.65,51,93,9,FALSE
46,12,131,687.48,25.94,18218.18,1012.12,30,78,23,TRUE
19,2,43,188.87,21.87,1631.15,90.62,9,24,3,TRUE
44,5,0,0,0,0,0,0,0,9,TRUE
96,5,279,1783.46,87.8,36226.46,2012.58,65,149,9,FALSE
6,1,24,96,16.46,560,31.11,4,17,1,FALSE
534,44,0,0,0,0,0,0,0,87,FALSE
18,3,48,220.08,15.53,3117.77,173.21,11,31,5,FALSE
45,8,129,620.15,22.69,16950.73,941.71,39,88,15,TRUE
4,1,9,27,13.5,54,3,2,5,1,FALSE
7,1,17,58.81,25.73,134.42,7.47,4,9,1,FALSE
32,5,95,446.54,24.81,8037.75,446.54,24,59,9,TRUE
38,8,76,386.65,21.05,7101.42,394.52,28,47,15,FALSE
25,5,105,538.57,46.08,6294.59,349.7,21,54,9,FALSE
68,4,222,1252.94,42.15,37244.54,2069.13,50,125,7,TRUE
4,1,9,27,13.5,54,3,2,5,1,FALSE
193,35,595,3570,53.25,239320.61,13295.59,157,356,69,TRUE
12,2,38,166.91,37.09,751.09,41.73,10,20,3,FALSE
7,1,21,54.28,5.43,542.84,30.16,5,17,1,FALSE
42,4,160,893.59,57.87,13798.14,766.56,31,85,7,TRUE
65,8,181,1026.71,39.11,26951.11,1497.28,47,106,15,FALSE
76,14,0,0,0,0,0,0,0,27,TRUE
80,9,200,1091.89,53.79,22165.29,1231.41,51,113,17,TRUE
160,18,216,1149.54,22.39,59009.54,3278.31,64,132,35,TRUE
8,1,16,55.35,24.22,126.52,7.03,4,8,1,TRUE
228,31,866,5741.02,86.4,381495.01,21194.17,171,529,61,TRUE
47,2,123,683.21,72.46,6441.74,357.87,29,68,3,TRUE
9,5,0,0,0,0,0,0,0,9,FALSE
22,3,68,315.78,14.15,7045.89,391.44,15,47,5,FALSE
22,2,61,249.34,18.47,3366.03,187,14,37,3,FALSE
39,5,46,191.82,19.18,1918.17,106.56,23,26,9,TRUE
7,2,13,44.97,14.99,134.92,7.5,5,8,3,TRUE
4,1,4,8,5.33,12,0.67,2,3,1,FALSE
17,3,30,120,11.08,1300,72.22,12,17,5,TRUE
26,1,0,0,0,0,0,0,0,1,TRUE
9,2,19,72.34,24.11,217.02,12.06,7,11,3,FALSE
4,1,4,8,5.33,12,0.67,2,3,1,FALSE
26,6,57,276.9,24.72,3101.34,172.3,22,33,11,FALSE
41,6,105,538.57,27.16,10681.73,593.43,30,63,11,FALSE
25,5,0,0,0,0,0,0,0,9,FALSE
88,9,248,1413.71,42.33,47209.31,2622.74,56,132,17,TRUE
14,3,29,123.19,14.93,1016.32,56.46,10,17,5,FALSE
23,2,47,225.95,33.26,1535.1,85.28,18,26,3,TRUE
15,4,28,121.01,14.48,1011.33,56.19,11,19,7,TRUE
844,404,2033,20848.47,101.2,4294926.45,238607.05,814,1220,405,TRUE
38,5,66,313.82,24.28,4055.55,225.31,30,42,6,FALSE
12,2,39,181.11,25.61,1280.71,71.15,11,21,3,FALSE
48,6,100,495.42,24.58,9985.8,554.77,34,57,11,FALSE
101,22,304,1679.16,31.05,90814.72,5045.26,66,186,43,TRUE
97,17,0,0,0,0,0,0,0,33,FALSE
6,1,22,83.76,22.34,314.11,17.45,4,12,1,FALSE
28,6,50,232.19,26.48,2036.15,113.12,21,31,7,FALSE
4,1,9,27,13.5,54,3,2,5,1,FALSE
66,12,225,1220.91,46.46,32085.5,1782.53,50,152,23,TRUE
57,6,158,867.71,30.24,24899.58,1383.31,41,98,11,TRUE
21,4,41,174.17,11.95,2537.83,140.99,17,24,7,FALSE
13,2,22,76.11,14.09,410.98,22.83,11,13,3,FALSE
41,4,200,1221.7,50.51,29548.21,1641.57,32,120,7,TRUE
9,1,29,113.3,26.15,490.97,27.28,6,16,1,FALSE
22,4,82,389.9,28.36,5361.14,297.84,16,44,7,FALSE
32,5,48,207.45,31.12,1383.02,76.83,24,28,9,FALSE
149,10,580,3578.56,177.03,72337.96,4018.78,135,297,19,FALSE
201,32,520,3218.71,52.37,197816.48,10989.8,161,284,63,TRUE
29,5,109,559.09,33.2,9416.28,523.13,23,69,9,TRUE
5,1,7,19.65,9.83,39.3,2.18,2,4,1,TRUE
40,4,106,556.28,36.36,8511.09,472.84,28,72,7,TRUE
151,20,541,3327.01,60.05,184330.69,10240.59,98,324,39,TRUE
8,1,31,118.03,19.67,708.17,39.34,5,19,1,TRUE
24,11,0,0,0,0,0,0,0,21,FALSE
108,14,315,1812.79,55.53,59182.25,3287.9,73,204,27,TRUE
81,6,200,1104.71,115.33,10581.98,587.89,41,109,11,TRUE
16,2,63,302.86,30.39,3018.54,167.7,12,40,3,TRUE
11,2,17,56.47,16.14,197.65,10.98,9,10,3,TRUE
91,10,248,1470.82,50.63,42729.29,2373.85,55,145,19,TRUE
26,1,0,0,0,0,0,0,0,1,TRUE
45,2,86,413.43,51.68,3307.46,183.75,22,46,3,FALSE
28,4,69,338.58,20.71,5534.41,307.47,20,44,7,TRUE
66,6,179,1044.08,33.65,32400.39,1800.02,50,105,10,FALSE
28,13,0,0,0,0,0,0,0,25,TRUE
14,3,26,108.42,10.84,1084.18,60.23,10,16,5,FALSE
16,2,27,96.79,32.25,290.38,16.12,10,17,3,TRUE
41,10,86,448.01,37.94,5290.82,293.93,33,55,11,TRUE
46,8,108,578.62,29,11543.38,641.3,29,70,15,TRUE
37,10,122,625.77,29.14,13437.64,746.54,24,71,19,TRUE
21,2,68,326.9,36.32,2942.1,163.45,13,44,3,FALSE
40,5,163,900.34,67.13,12075.16,670.84,34,87,9,FALSE
62,3,106,504.02,31.87,7969.79,442.77,29,60,5,FALSE
26,9,90,437.22,31.23,6121.06,340.06,17,60,17,FALSE
7,2,34,144.43,20,1043.09,57.95,4,21,3,FALSE
24,3,53,243,27,2187.03,121.5,17,35,5,TRUE
12,4,41,185.47,24.11,1426.66,79.26,9,21,7,FALSE
25,2,73,374.44,41.01,3418.78,189.93,18,38,3,FALSE
591,165,2058,14287.69,152.95,1334647.45,74147.08,441,1361,329,FALSE
20,2,39,168.56,34.78,816.84,45.38,14,21,3,FALSE
14,3,28,103.61,12.95,828.9,46.05,11,18,5,TRUE
40,4,171,922.09,38.2,22259.16,1236.62,29,100,7,TRUE
16,3,64,304.31,24.28,3814.78,211.93,13,37,5,TRUE
81,9,198,1154.91,37.43,35639.87,1979.99,48,119,17,TRUE
73,7,483,3127.78,123.55,79179.95,4398.89,54,252,13,TRUE
19,8,207,1116.21,32.83,37951.13,2108.4,11,156,15,FALSE
29,3,95,502.11,40.76,6186.03,343.67,21,51,5,TRUE
790,34,3281,28092.72,569.78,1385089.67,76949.43,589,1759,67,TRUE
8,1,21,72.65,25.43,207.57,11.53,4,11,1,FALSE
12,1,19,60.23,16.73,216.82,12.05,7,10,1,FALSE
1411,127,5669,46943.69,218.17,10100866.9,561159.25,952,3368,240,TRUE
8,1,17,62.91,13.11,301.96,16.78,4,11,1,TRUE
5,1,17,60.94,12.44,298.63,16.59,3,10,1,FALSE
34,3,107,569.45,54.23,5979.19,332.18,23,58,5,TRUE
48,13,156,812.67,35.06,18839.28,1046.63,34,88,25,FALSE
12,2,17,62.91,11.23,352.28,19.57,7,10,3,TRUE
84,11,0,0,0,0,0,0,0,21,TRUE
18,2,53,239.75,20.93,2746.21,152.57,12,32,3,FALSE
14,2,32,130.8,17.89,956.47,53.14,9,19,3,FALSE
177,18,0,0,0,0,0,0,0,35,TRUE
15,2,35,151.27,28.36,806.76,44.82,13,19,3,FALSE
85,2,222,1211.99,40.37,36384.05,2021.34,41,143,3,TRUE
34,7,130,661.37,22.75,19230.61,1068.37,27,94,13,TRUE
12,5,28,118.94,17.84,792.95,44.05,9,16,9,TRUE
17,2,37,154.29,28.52,834.55,46.36,10,20,3,FALSE
22,4,60,282.03,25.31,3142.58,174.59,19,34,7,FALSE
59,5,184,920,62.7,13500,750,49,109,9,FALSE
55,4,168,868.55,33.7,22384.84,1243.6,34,87,7,TRUE
15,3,30,125.1,14.47,1081.2,60.07,8,19,5,FALSE
66,16,0,0,0,0,0,0,0,31,TRUE
115,22,369,2002.29,30.4,131878.2,7326.57,99,231,43,TRUE
159,39,514,3294.43,76.76,141385.82,7854.77,112,308,77,FALSE
22,3,33,142.62,19.02,1069.68,59.43,13,23,5,FALSE
18,5,36,150.12,12.51,1801.41,100.08,13,24,9,FALSE
191,24,630,4203.63,110.18,160384.57,8910.25,126,382,47,FALSE
24,5,73,365,28.53,4669.85,259.44,19,44,9,TRUE
202,44,716,4624.95,111.79,191348.8,10630.49,172,452,87,TRUE
173,33,714,4743.71,91.03,247200.17,13733.34,151,449,59,TRUE
12,2,30,114.22,23.43,556.83,30.93,6,17,3,FALSE
123,21,333,2217.18,49.54,99237.48,5513.19,97,202,24,TRUE
79,6,259,1554,78.83,30633.64,1701.87,70,150,10,FALSE
21,4,72,342.35,25.43,4609.52,256.07,17,43,7,FALSE
5,1,15,51.89,17.79,151.35,8.41,3,8,1,FALSE
78,9,235,1364.73,43.51,42802.85,2377.94,62,145,17,TRUE
20,2,0,0,0,0,0,0,0,3,TRUE
725,173,2869,22597.73,201.58,2533263.14,140736.84,622,1776,338,TRUE
44,10,153,840.25,31.83,22182.69,1232.37,39,87,19,TRUE
4,1,13,46.6,11.65,186.42,10.36,2,9,1,FALSE
298,9,1216,8681.69,166.82,451812.89,25100.72,245,653,17,TRUE
11,2,34,149.34,23.47,950.34,52.8,6,20,3,FALSE
7,2,22,85.95,16.71,442.04,24.56,4,13,3,FALSE
16,3,63,284.98,15.12,5371.96,298.44,12,34,5,TRUE
129,16,169,784.81,15.62,39436.79,2190.93,46,102,31,TRUE
80,9,0,0,0,0,0,0,0,17,FALSE
31,6,76,357.23,17.46,7307.05,405.95,13,46,11,TRUE
41,7,123,640.76,23.68,17338.29,963.24,36,77,12,FALSE
16,1,38,176.47,39.47,788.91,43.83,12,19,1,TRUE
59,11,194,1131.58,38.62,33151.78,1841.77,49,119,21,TRUE
100,11,215,1299.54,52.89,31931.67,1773.98,78,129,21,TRUE
15,2,43,204.46,29.74,1405.66,78.09,11,23,3,TRUE
42,8,112,549.57,27.48,10991.43,610.64,30,72,15,FALSE
137,23,311,2018.97,60.99,66834.75,3713.04,102,191,32,FALSE
51,12,0,0,0,0,0,0,0,23,FALSE
31,2,0,0,0,0,0,0,0,3,FALSE
28,6,0,0,0,0,0,0,0,11,FALSE
35,7,86,463.74,26.16,8220.83,456.71,23,47,13,FALSE
24,5,58,262.37,26.24,2623.67,145.76,19,32,9,FALSE
32,2,0,0,0,0,0,0,0,3,FALSE
10,2,26,108.42,15.49,758.93,42.16,6,19,3,FALSE
35,4,0,0,0,0,0,0,0,7,TRUE
4,1,5,11.61,7.74,17.41,0.97,2,3,1,FALSE
12,1,38,164.23,20.67,1304.74,72.49,7,25,1,FALSE
97,15,0,0,0,0,0,0,0,29,TRUE
132,31,1229,7582.84,83.15,691554.81,38419.71,79,925,61,TRUE
47,6,189,1072.09,49.86,23049.9,1280.55,42,103,11,FALSE
64,4,239,1381.74,63.83,29912.91,1661.83,46,150,7,TRUE
12,1,68,311.78,56.69,1714.78,95.27,10,35,1,FALSE
4,2,16,62.51,15.63,250.04,13.89,2,9,3,FALSE
52,14,213,1183.13,35.73,39179.72,2176.65,47,132,27,TRUE
20,3,41,182.84,23.44,1426.13,79.23,14,28,5,TRUE
73,9,206,1196.32,52.35,27337.42,1518.75,55,117,17,FALSE
40,19,187,1014.71,48.6,21187.18,1177.07,28,129,37,FALSE
209,26,0,0,0,0,0,0,0,47,TRUE
20,1,0,0,0,0,0,0,0,1,TRUE
57,6,198,1144.71,50.44,25978.54,1443.25,45,112,11,FALSE
24,7,0,0,0,0,0,0,0,13,FALSE
17,2,24,101.95,18.88,550.53,30.59,11,12,3,FALSE
30,5,106,592.01,40.27,8702.49,483.47,29,57,9,TRUE
23,1,89,463.64,94.62,2271.84,126.21,20,47,1,FALSE
50,8,146,801.81,35.39,18164.09,1009.12,38,84,15,TRUE
5,1,8,24,8,72,4,2,6,1,TRUE
17,2,38,171.9,35.81,825.1,45.84,12,20,3,FALSE
12,2,0,0,0,0,0,0,0,3,TRUE
59,7,144,720,27.63,18760,1042.22,46,77,13,FALSE
9,1,25,97.67,20.3,470.05,26.11,6,14,1,FALSE
28,3,45,213.97,22.08,2073.86,115.21,16,27,5,TRUE
128,20,327,2010.97,72.83,55527.32,3084.85,91,204,39,TRUE
13,3,34,138.97,16.47,1172.59,65.14,10,19,5,FALSE
15,3,46,213.62,15.98,2854.71,158.59,10,25,5,FALSE
15,3,45,197.65,30.59,1277.15,70.95,10,24,5,TRUE
4,1,0,0,0,0,0,0,0,1,FALSE
17,4,63,302.86,36.34,2523.86,140.21,14,33,7,FALSE
5,1,11,28.43,7.11,113.74,6.32,3,7,1,FALSE
6,1,14,50.19,16.73,150.57,8.36,3,8,1,FALSE
49,3,121,639.53,30.65,13343,741.28,33,67,5,TRUE
24,3,100,480.74,30.05,7691.77,427.32,20,68,5,FALSE
70,5,166,883.44,31.93,24441.84,1357.88,42,83,9,FALSE
211,30,751,5082.91,93.93,275056.01,15280.89,172,466,59,FALSE
28,2,68,311.78,48.85,1989.87,110.55,16,37,3,TRUE
20,2,42,195.04,13.11,2901.25,161.18,15,28,3,FALSE
37,4,114,553.81,24.04,12757.41,708.74,30,71,7,FALSE
4,1,5,11.61,7.74,17.41,0.97,2,3,1,FALSE
344,16,1220,8830.85,134.46,579968.21,32220.46,242,768,25,TRUE
60,14,124,706.85,44.4,11252.67,625.15,36,77,16,TRUE
14,3,33,109.62,7.83,1534.73,85.26,11,21,5,FALSE
223,67,1016,7200.86,79.04,656061.17,36447.84,189,635,128,FALSE
81,9,166,964.02,56.89,16336.25,907.57,58,100,10,FALSE
108,15,377,2208.46,59.41,82100.95,4561.16,87,246,29,TRUE
24,5,54,262.33,30.75,2238.01,124.33,20,33,6,TRUE
45,1,140,768.86,68.82,8589.6,477.2,28,85,1,TRUE
60,7,141,750.39,51.1,11019.64,612.2,41,80,13,TRUE
8,2,0,0,0,0,0,0,0,3,FALSE
65,4,0,0,0,0,0,0,0,7,TRUE
12,2,47,220.92,27.13,1798.93,99.94,8,28,3,FALSE
14,2,27,102.8,15.42,685.32,38.07,9,17,3,FALSE
35,10,90,412.65,16.84,10109.84,561.66,28,55,19,TRUE
85,8,0,0,0,0,0,0,0,15,FALSE
10,2,15,51.89,17.3,155.67,8.65,5,10,3,FALSE
325,85,733,5147.4,209.56,126435.8,7024.21,287,446,169,TRUE
64,11,143,780.7,39.51,15426.61,857.03,49,91,12,TRUE
385,26,1533,11410.03,111.99,1162486.19,64582.57,272,966,30,TRUE
379,57,1215,8747.6,72.85,1050455.77,58358.65,277,704,106,FALSE
27,7,59,280.54,43.16,1823.5,101.31,25,45,8,FALSE
40,3,0,0,0,0,0,0,0,5,TRUE
24,10,108,544.79,26.92,11024.08,612.45,19,65,19,FALSE
4,1,4,8,5.33,12,0.67,2,3,1,FALSE
57,1,152,862.21,94.27,7886.05,438.11,27,77,1,FALSE
18,4,56,256.76,18.89,3489.57,193.87,11,33,7,FALSE
9,1,21,79.95,14.99,426.42,23.69,5,13,1,FALSE
21,4,33,125.64,9.97,1583.1,87.95,12,19,7,FALSE
